类别,日期,前结算,今开盘,最高价,最低价,收盘价,结算参考价,涨跌1,涨跌2,成交手,持仓手,变化
1710,20170405,48720,48010,48340,47840,48140,48160,-580,-560,224,12438,8
1711,20170405,48930,48000,48490,47980,48380,48240,-550,-690,152,8214,6
1712,20170405,48970,48350,48630,48100,48500,48270,-470,-700,310,13078,24
1801,20170405,49210,48350,48810,48300,48670,48540,-540,-670,108,7882,24
1802,20170405,49660,48570,48980,48550,48860,48660,-800,-1000,438,4100,12
1803,20170405,49710,48610,49090,48490,48920,48890,-790,-820,204,3450,42
小计,20170405,,,,,,,,,287370,526598,-920
1704,20170406,47150,47620,48030,47480,47620,47640,470,490,28290,57290,-7460
1705,20170406,47320,47810,48300,47680,47810,47940,490,620,247964,191346,2210
1706,20170406,47500,47990,48490,47850,47980,48120,480,620,160926,153446,13892
1707,20170406,47650,48080,48630,48000,48130,48240,480,590,25098,46588,3232
1708,20170406,47750,48250,48770,48150,48250,48380,500,630,4982,27794,1104
1709,20170406,47980,48430,48950,48350,48460,48630,480,650,2476,15226,1276
1710,20170406,48160,48570,49160,48510,48610,48820,450,660,2000,13510,1072
1711,20170406,48240,48750,49300,48690,48790,49010,550,770,1742,9126,912
1712,20170406,48270,48920,49460,48860,48950,49220,680,950,1988,14232,1154
1801,20170406,48540,49030,49600,49020,49140,49430,600,890,1546,8824,942
1802,20170406,48660,49210,49810,49200,49300,49590,640,930,764,4496,396
1803,20170406,48890,49370,50080,49350,49490,49770,600,880,1650,4300,850
小计,20170406,,,,,,,,,479426,546178,19580
1704,20170407,47640,47740,47900,46770,46950,47400,-690,-240,33950,53860,-3430
1705,20170407,47940,47900,48160,46930,47130,47640,-810,-300,318632,187952,-3394
1706,20170407,48120,48050,48400,47090,47310,47790,-810,-330,269472,168138,14692
1707,20170407,48240,48190,48480,47220,47420,47900,-820,-340,41024,51924,5336
1708,20170407,48380,48400,48600,47370,47500,48080,-880,-300,6408,29658,1864
1709,20170407,48630,48460,48770,47530,47760,48280,-870,-350,1698,15522,296
1710,20170407,48820,48630,48880,47780,47780,48450,-1040,-370,2894,13744,234
1711,20170407,49010,48840,49070,47900,47900,48620,-1110,-390,388,9204,78
1712,20170407,49220,49020,49240,48050,48250,48720,-970,-500,714,14344,112
1801,20170407,49430,49210,49430,48230,48500,48990,-930,-440,570,8836,12
1802,20170407,49590,49390,49550,48430,48450,49130,-1140,-460,156,4494,-2
1803,20170407,49770,49550,49700,48650,48750,49310,-1020,-460,362,4318,18
小计,20170407,,,,,,,,,676268,561994,15816
1704,20170410,47400,46610,47350,46540,46890,46960,-510,-440,33840,45090,-8770
1705,20170410,47640,46820,47570,46650,47050,47130,-590,-510,223444,181914,-6038
1706,20170410,47790,46970,47700,46820,47180,47290,-610,-500,204850,174068,5930
1707,20170410,47900,46990,47850,46980,47320,47420,-580,-480,37314,56532,4608
1708,20170410,48080,47220,47970,47140,47480,47540,-600,-540,5420,31044,1386
1709,20170410,48280,47340,48110,47290,47680,47730,-600,-550,1404,15826,304
1710,20170410,48450,47480,48200,47470,47810,47820,-640,-630,1000,13822,78
1711,20170410,48620,47830,48260,47750,48040,48040,-580,-580,304,9214,10
1712,20170410,48720,47980,48650,47970,48200,48230,-520,-490,382,14324,-20
1801,20170410,48990,47520,48690,47520,48410,48330,-580,-660,220,8844,8
1802,20170410,49130,48380,48830,48340,48560,48620,-570,-510,310,4486,-8
1803,20170410,49310,48480,49190,48480,48700,48790,-610,-520,466,4302,-16
小计,20170410,,,,,,,,,508954,559466,-2528
1704,20170411,46960,46890,46940,46450,46470,46610,-490,-350,33440,39410,-5680
1705,20170411,47130,47020,47090,46520,46580,46750,-550,-380,195250,180958,-956
1706,20170411,47290,47170,47240,46650,46670,46860,-620,-430,251984,196172,22104
1707,20170411,47420,47300,47360,46780,46800,46990,-620,-430,39646,59684,3152
1708,20170411,47540,47480,47490,46900,46960,47120,-580,-420,9590,31900,856
1709,20170411,47730,47550,47670,47050,47090,47240,-640,-490,2436,16598,772
1710,20170411,47820,48200,48200,47240,47250,47450,-570,-370,504,13948,126
1711,20170411,48040,47900,47900,47390,47410,47580,-630,-460,410,9270,56
1712,20170411,48230,48100,48100,47580,47640,47820,-590,-410,554,14364,40
1801,20170411,48330,48230,48230,47750,48120,48000,-210,-330,496,8968,124
1802,20170411,48620,48230,48380,47920,48000,48170,-620,-450,868,4500,14
1803,20170411,48790,48650,48650,48090,48090,48340,-700,-450,502,4310,8
小计,20170411,,,,,,,,,535680,580082,20616
1704,20170412,46610,46570,46790,46000,46040,46420,-570,-190,35910,33150,-6260
1705,20170412,46750,46730,46980,46080,46150,46550,-600,-200,180800,169452,-11506
1706,20170412,46860,46800,47090,46150,46230,46630,-630,-230,447660,225448,29276
1707,20170412,46990,46950,47210,46300,46360,46720,-630,-270,54110,62104,2420
1708,20170412,47120,46960,47330,46450,46500,46830,-620,-290,23492,30844,-1056
1709,20170412,47240,47090,47470,46580,46740,47030,-500,-210,3230,17108,510
1710,20170412,47450,47530,47590,46760,46800,47160,-650,-290,544,14264,316
1711,20170412,47580,47490,47750,46950,46950,47330,-630,-250,220,9264,-6
1712,20170412,47820,47720,47950,47150,47230,47580,-590,-240,806,14574,210
1801,20170412,48000,47910,48190,47310,47310,47750,-690,-250,200,8972,4
1802,20170412,48170,48110,48300,47500,47500,48000,-670,-170,734,4526,26
1803,20170412,48340,48250,48440,47710,47740,48030,-600,-310,1050,4314,4
小计,20170412,,,,,,,,,748756,594020,13938
1704,20170413,46420,46020,46300,45500,46250,45870,-170,-550,23280,24360,-8790
1705,20170413,46550,46020,46440,45480,46370,45950,-180,-600,171994,157974,-11478
1706,20170413,46630,46070,46550,45520,46480,46040,-150,-590,511384,229730,4282
1707,20170413,46720,46300,46680,45650,46600,46210,-120,-510,69050,66716,4612
1708,20170413,46830,46400,46820,45800,46760,46330,-70,-500,13320,31932,1088
1709,20170413,47030,46650,46950,45960,46870,46540,-160,-490,3580,18030,922
1710,20170413,47160,46730,47140,46200,47030,46680,-130,-480,780,14480,216
1711,20170413,47330,47020,47250,46420,47170,46870,-160,-460,298,9342,78
1712,20170413,47580,47140,47420,46460,47400,46980,-180,-600,590,14770,196
1801,20170413,47750,47310,47590,46650,47410,47130,-340,-620,174,8992,20
1802,20170413,48000,47400,47680,46770,47590,47330,-410,-670,250,4556,30
1803,20170413,48030,47600,47990,46950,47850,47540,-180,-490,528,4326,12
小计,20170413,,,,,,,,,795228,585208,-8812
1704,20170414,45870,45950,46200,45650,45900,45830,30,-40,10670,20140,-4220
1705,20170414,45950,46060,46400,45730,46050,46020,100,70,84868,156934,-1040
1706,20170414,46040,46150,46520,45800,46110,46160,70,120,315686,238902,9172
1707,20170414,46210,46380,46640,45960,46230,46260,20,50,40596,70278,3562
1708,20170414,46330,46500,46740,46110,46400,46410,70,80,8376,32566,634
1709,20170414,46540,46510,46880,46260,46550,46570,10,30,2184,18296,266
1710,20170414,46680,46830,47000,46420,46700,46710,20,30,250,14526,46
1711,20170414,46870,47000,47160,46620,46910,46890,40,20,206,9330,-12
1712,20170414,46980,47030,47360,46660,47040,47130,60,150,554,14662,-108
1801,20170414,47130,47340,47480,47010,47170,47200,40,70,174,8988,-4
1802,20170414,47330,47600,47670,47110,47320,47320,-10,-10,386,4602,46
1803,20170414,47540,47820,47950,47310,47510,47520,-30,-20,496,4306,-20
小计,20170414,,,,,,,,,464446,593530,8322
1704,20170417,45830,46290,47100,45800,46890,46240,1060,410,8910,18730,-1410
1705,20170417,46020,46090,47540,45870,46380,46520,360,500,101086,149334,-7600
1706,20170417,46160,46150,47940,45960,46480,46610,320,450,450362,229598,-9304
1707,20170417,46260,46300,47780,46100,46600,46730,340,470,69660,70976,698
1708,20170417,46410,46470,47860,46200,46650,46890,240,480,21320,35954,3388
1709,20170417,46570,46420,48010,46350,46800,47040,230,470,5298,19398,1102
1710,20170417,46710,46850,48140,46620,46990,47190,280,480,1546,15080,554
1711,20170417,46890,47090,48320,46840,47100,47400,210,510,380,9378,48
1712,20170417,47130,47420,48480,46920,47340,47470,210,340,296,14616,-46
1801,20170417,47200,47600,48440,47170,47410,47690,210,490,162,9010,22
1802,20170417,47320,47900,48570,47400,47450,47890,130,570,100,4594,-8
1803,20170417,47520,47920,48650,47510,47870,47980,350,460,162,4336,30
小计,20170417,,,,,,,,,659282,581004,-12526
1705,20170418,46520,46560,46830,45700,45780,46170,-740,-350,90332,141886,-7448
1706,20170418,46610,46690,46920,45740,45850,46290,-760,-320,356194,259004,29406
1707,20170418,46730,46750,47010,45860,45960,46360,-770,-370,55444,80002,9026
1708,20170418,46890,46810,47130,45940,46030,46410,-860,-480,14690,38778,2824
1709,20170418,47040,46800,47240,46060,46170,46570,-870,-470,4296,19984,586
1710,20170418,47190,47160,47400,46210,46320,46680,-870,-510,766,15346,266
1711,20170418,47400,47350,47550,46380,46400,46850,-1000,-550,498,9496,118
1712,20170418,47470,47500,47720,46600,46620,47090,-850,-380,1272,15120,504
1801,20170418,47690,47640,47880,46720,46720,47200,-970,-490,130,9000,-10
1802,20170418,47890,47930,47930,46960,46960,47460,-930,-430,88,4604,10
1803,20170418,47980,48070,48070,47090,47110,47530,-870,-450,154,4348,12
1804,20170418,47980,48000,48010,47180,47200,47250,-780,-730,76,70,70
小计,20170418,,,,,,,,,523940,597638,35364
1705,20170419,46170,45780,46020,45100,45770,45630,-400,-540,94746,131568,-10318
1706,20170419,46290,45850,46100,45110,45840,45630,-450,-660,501250,256132,-2872
1707,20170419,46360,45920,46180,45200,45910,45750,-450,-610,86176,90162,10160
1708,20170419,46410,46070,46260,45290,45990,45850,-420,-560,22644,43190,4412
1709,20170419,46570,46200,46380,45430,46100,45960,-470,-610,4428,20812,828
1710,20170419,46680,46360,46460,45570,46270,46030,-410,-650,1548,16040,694
1711,20170419,46850,46530,46650,45760,46390,46110,-460,-740,606,9638,142
1712,20170419,47090,46650,46800,45910,46600,46400,-490,-690,1086,15154,34
1801,20170419,47200,46590,46860,46210,46690,46500,-510,-700,268,9006,6
1802,20170419,47460,46780,47050,46270,46900,46750,-560,-710,158,4576,-28
1803,20170419,47530,47070,47180,46330,47040,46790,-490,-740,302,4352,4
1804,20170419,47250,47000,47400,46650,47010,46980,-240,-270,234,180,110
小计,20170419,,,,,,,,,713446,600810,3172
1705,20170420,45630,45720,46050,44800,45550,45380,-80,-250,88530,126128,-5440
1706,20170420,45630,45760,46140,44800,45560,45430,-70,-200,596204,253888,-2244
1707,20170420,45750,45850,46200,44860,45600,45450,-150,-300,102750,92914,2752
1708,20170420,45850,45850,46250,44940,45700,45560,-150,-290,29112,48844,5654
1709,20170420,45960,46080,46350,45050,45800,45610,-160,-350,7258,21960,1148
1710,20170420,46030,46160,46470,45190,45900,45800,-130,-230,2160,16762,722
1711,20170420,46110,46350,46590,45370,46010,45990,-100,-120,354,9760,122
1712,20170420,46400,46470,46710,45480,46150,45980,-250,-420,1428,15290,136
1801,20170420,46500,46830,46930,45620,46360,46210,-140,-290,426,9200,194
1802,20170420,46750,47050,47110,45810,46160,46380,-590,-370,214,4628,52
1803,20170420,46790,47080,47110,45960,46560,46390,-230,-400,178,4374,22
1804,20170420,46980,47090,47320,46100,46630,46760,-350,-220,252,310,130
小计,20170420,,,,,,,,,828866,604058,3248
1705,20170421,45380,45680,46030,45410,45980,45730,600,350,62400,117272,-8856
1706,20170421,45430,45750,46120,45460,46030,45770,600,340,391290,248048,-5840
1707,20170421,45450,45750,46160,45540,46080,45850,630,400,81842,97668,4754
1708,20170421,45560,45870,46230,45590,46150,45910,590,350,14902,50648,1804
1709,20170421,45610,45820,46320,45700,46230,45990,620,380,4850,22436,476
1710,20170421,45800,46090,46450,45800,46340,46100,540,300,634,16714,-48
1711,20170421,45990,46290,46530,46020,46400,46240,410,250,88,9734,-26
1712,20170421,45980,46380,46700,46140,46650,46400,670,420,300,15264,-26
1801,20170421,46210,46500,46880,46240,46760,46570,550,360,166,9232,32
1802,20170421,46380,46600,47030,46390,46910,46670,530,290,52,4612,-16
1803,20170421,46390,46730,47000,46570,47000,46750,610,360,54,4374,0
1804,20170421,46760,46820,47280,46650,47170,46960,410,200,96,334,24
小计,20170421,,,,,,,,,556674,596336,-7722
1705,20170424,45730,45820,45980,45420,45870,45740,140,10,60654,110062,-7210
1706,20170424,45770,45840,46060,45480,45910,45760,140,-10,352930,236896,-11152
1707,20170424,45850,45910,46080,45520,45950,45820,100,-30,90504,107910,10242
1708,20170424,45910,45950,46150,45590,46000,45910,90,0,20358,49366,-1282
1709,20170424,45990,46010,46250,45690,46090,45970,100,-20,4834,23074,638
1710,20170424,46100,46170,46300,45840,46240,46080,140,-20,700,16764,50
1711,20170424,46240,46300,46450,45960,46420,46300,180,60,304,9754,20
1712,20170424,46400,46400,46630,46110,46520,46330,120,-70,182,15280,16
1801,20170424,46570,46560,46720,46220,46700,46510,130,-60,72,9252,20
1802,20170424,46670,46500,46870,46490,46810,46690,140,20,40,4620,8
1803,20170424,46750,46760,47000,46600,47000,46760,250,10,98,4372,-2
1804,20170424,46960,47040,47080,46650,47030,46880,70,-80,98,352,18
小计,20170424,,,,,,,,,530774,587702,-8634
1705,20170425,45740,45770,46240,45510,45980,45900,240,160,53440,101814,-8248
1706,20170425,45760,45780,46360,45570,46030,45880,270,120,329762,226570,-10326
1707,20170425,45820,45810,46380,45610,46080,45970,260,150,92054,113716,5806
1708,20170425,45910,45950,46440,45690,46180,46050,270,140,24108,54486,5120
1709,20170425,45970,45970,46500,45800,46300,46220,330,250,4122,23918,844
1710,20170425,46080,46160,46590,45900,46390,46390,310,310,730,16874,110
1711,20170425,46300,46230,46730,46110,46510,46460,210,160,156,9738,-16
1712,20170425,46330,46300,46870,46200,46600,46480,270,150,272,15252,-28
1801,20170425,46510,46420,47060,46380,46830,46720,320,210,78,9242,-10
1802,20170425,46690,46550,47170,46470,46950,46880,260,190,70,4604,-16
1803,20170425,46760,46750,47290,46630,47070,46930,310,170,54,4374,2
1804,20170425,46880,46880,47400,46760,47250,47280,370,400,230,468,116
小计,20170425,,,,,,,,,505076,581056,-6646
1705,20170426,45900,46130,46350,45840,46160,46180,260,280,49388,89738,-12076
1706,20170426,45880,46220,46450,45880,46230,46230,350,350,262080,218586,-7984
1707,20170426,45970,46250,46550,45950,46320,46320,350,350,91370,125166,11450
1708,20170426,46050,46370,46640,46040,46460,46440,410,390,22776,56226,1740
1709,20170426,46220,46300,46740,46150,46500,46540,280,320,4392,23908,-10
1710,20170426,46390,46590,46870,46370,46680,46700,290,310,794,16648,-226
1711,20170426,46460,46730,46940,46560,46820,46820,360,360,158,9666,-72
1712,20170426,46480,46860,47120,46600,46940,46900,460,420,326,15216,-36
1801,20170426,46720,46900,47220,46800,47060,47080,340,360,108,9194,-48
1802,20170426,46880,46950,47380,46950,47270,47260,390,380,46,4578,-26
1803,20170426,46930,47210,47520,47170,47480,47350,550,420,48,4378,4
1804,20170426,47280,47290,47600,47140,47500,47460,220,180,114,478,10
小计,20170426,,,,,,,,,431600,573782,-7274
1705,20170427,46180,46250,46400,46080,46200,46200,20,20,41090,82016,-7722
1706,20170427,46230,46340,46510,46170,46290,46310,60,80,219242,214012,-4574
1707,20170427,46320,46400,46590,46260,46370,46390,50,70,73708,126396,1230
1708,20170427,46440,46550,46700,46360,46440,46470,0,30,12916,58300,2074
1709,20170427,46540,46500,46810,46500,46570,46600,30,60,3372,23936,28
1710,20170427,46700,46760,46880,46660,46710,46730,10,30,486,16844,196
1711,20170427,46820,46880,47000,46810,46890,46910,70,90,92,9678,12
1712,20170427,46900,47040,47180,46890,47010,47040,110,140,272,15316,100
1801,20170427,47080,47200,47250,47010,47200,47170,120,90,264,9348,154
1802,20170427,47260,47420,47420,47210,47280,47340,20,80,228,4738,160
1803,20170427,47350,47400,47560,47320,47470,47460,120,110,196,4466,88
1804,20170427,47460,47600,47690,47520,47600,47620,140,160,218,594,116
小计,20170427,,,,,,,,,352084,565644,-8138
1705,20170428,46200,46300,46360,45790,46310,46190,110,-10,43678,72092,-9924
1706,20170428,46310,46330,46470,45840,46330,46230,20,-80,313460,196602,-17410
1707,20170428,46390,46390,46510,45920,46360,46320,-30,-70,126548,144398,18002
1708,20170428,46470,46530,46650,46030,46650,46420,180,-50,34422,68322,10022
1709,20170428,46600,46570,46700,46160,46510,46530,-90,-70,6226,25218,1282
1710,20170428,46730,46740,46840,46300,46650,46660,-80,-70,754,17184,340
1711,20170428,46910,46900,47020,46510,46730,46810,-180,-100,230,9756,78
1712,20170428,47040,47080,47150,46610,47000,46970,-40,-70,446,15442,126
1801,20170428,47170,47190,47270,46810,47130,47100,-40,-70,178,9434,86
1802,20170428,47340,47020,47430,47020,47260,47230,-80,-110,94,4758,20
1803,20170428,47460,47310,47500,47100,47440,47310,-20,-150,128,4464,-2
1804,20170428,47620,47400,47720,47300,47570,47490,-50,-130,74,564,-30
小计,20170428,,,,,,,,,526238,568234,2590
1705,20170502,46190,46860,46950,46620,46680,46760,490,570,31622,63500,-8592
1706,20170502,46230,46950,47100,46690,46790,46870,560,640,141624,186738,-9864
1707,20170502,46320,47000,47120,46740,46850,46910,530,590,74258,150806,6408
1708,20170502,46420,47000,47190,46810,46930,46980,510,560,12738,69896,1574
1709,20170502,46530,47050,47290,46920,47010,47090,480,560,4898,25582,364
1710,20170502,46660,47020,47390,47020,47110,47240,450,580,1328,17764,580
1711,20170502,46810,47440,47570,47240,47290,47410,480,600,784,10166,410
1712,20170502,46970,47630,47690,47370,47420,47540,450,570,860,15988,546
1801,20170502,47100,47700,47860,47540,47600,47750,500,650,730,9884,450
1802,20170502,47230,47880,48040,47720,47730,47920,500,690,686,5206,448
1803,20170502,47310,48060,48160,47910,47930,48060,620,750,548,4778,314
1804,20170502,47490,47890,48370,47890,48060,48160,570,670,424,812,248
小计,20170502,,,,,,,,,270500,561120,-7114
1705,20170503,46760,46790,46830,46430,46500,46540,-260,-220,24670,57330,-6170
1706,20170503,46870,46860,46940,46480,46580,46690,-290,-180,130726,185484,-1254
1707,20170503,46910,46910,46990,46550,46630,46740,-280,-170,60298,154124,3318
1708,20170503,46980,47050,47070,46640,46670,46790,-310,-190,11342,72188,2292
1709,20170503,47090,47030,47160,46760,46820,46900,-270,-190,4042,26634,1052
1710,20170503,47240,47180,47300,46920,46940,47000,-300,-240,494,17978,214
1711,20170503,47410,47340,47410,47040,47090,47170,-320,-240,352,10330,164
1712,20170503,47540,47580,47590,47200,47200,47390,-340,-150,264,16026,38
1801,20170503,47750,47660,47720,47360,47360,47530,-390,-220,46,9896,12
1802,20170503,47920,47820,47880,47590,47590,47680,-330,-240,46,5228,22
1803,20170503,48060,48020,48050,47700,47700,47870,-360,-190,134,4776,-2
1804,20170503,48160,48130,48170,47820,47850,47970,-310,-190,196,844,32
小计,20170503,,,,,,,,,232610,560838,-282
1705,20170504,46540,45800,45920,45000,45160,45460,-1380,-1080,48170,49670,-7660
1706,20170504,46690,45870,45970,45010,45180,45550,-1510,-1140,309126,182530,-2954
1707,20170504,46740,45950,46040,45040,45230,45580,-1510,-1160,190070,165906,11782
1708,20170504,46790,45930,46110,45150,45350,45690,-1440,-1100,41326,75848,3660
1709,20170504,46900,46100,46210,45190,45410,45760,-1490,-1140,12168,28240,1606
1710,20170504,47000,46470,46470,45420,45620,45880,-1380,-1120,1714,18658,680
1711,20170504,47170,46310,46480,45640,45770,46060,-1400,-1110,376,10462,132
1712,20170504,47390,46850,46850,45740,45900,46230,-1490,-1160,640,16026,0
1801,20170504,47530,46660,46850,45910,46140,46390,-1390,-1140,246,10002,106
1802,20170504,47680,46930,47010,46270,46350,46580,-1330,-1100,244,5338,110
1803,20170504,47870,46970,47150,46200,46370,46780,-1500,-1090,512,4822,46
1804,20170504,47970,47450,47450,46500,46660,46840,-1310,-1130,420,1006,162
小计,20170504,,,,,,,,,605012,568508,7670
1705,20170505,45460,44990,45230,44680,44980,45070,-480,-390,31160,44290,-5380
1706,20170505,45550,45000,45280,44680,44980,45010,-570,-540,244258,187830,5300
1707,20170505,45580,45080,45310,44730,45000,45050,-580,-530,171390,181902,15996
1708,20170505,45690,45120,45390,44820,45070,45120,-620,-570,38010,83798,7950
1709,20170505,45760,45100,45490,44940,45230,45290,-530,-470,8978,30466,2226
1710,20170505,45880,45210,45660,45100,45330,45420,-550,-460,2468,19250,592
1711,20170505,46060,45560,45760,45280,45540,45630,-520,-430,360,10736,274
1712,20170505,46230,45690,45920,45410,45600,45590,-630,-640,1172,15904,-122
1801,20170505,46390,45800,46070,45580,45900,45780,-490,-610,298,10150,148
1802,20170505,46580,46030,46240,45800,46010,46020,-570,-560,108,5398,60
1803,20170505,46780,46260,46420,45950,46230,46190,-550,-590,180,4850,28
1804,20170505,46840,46380,46520,46070,46340,46350,-500,-490,96,1022,16
小计,20170505,,,,,,,,,498478,595596,27088
1705,20170508,45070,45000,45460,44650,44650,44910,-420,-160,31010,37980,-6310
1706,20170508,45010,45000,45550,44650,44670,45080,-340,70,267810,183304,-4526
1707,20170508,45050,45010,45570,44650,44700,45050,-350,0,226734,195984,14082
1708,20170508,45120,45080,45610,44700,44710,45110,-410,-10,54686,87474,3676
1709,20170508,45290,45220,45710,44800,44800,45170,-490,-120,12130,32222,1756
1710,20170508,45420,45470,45840,44920,44920,45240,-500,-180,3492,20964,1714
1711,20170508,45630,45700,45950,45040,45040,45400,-590,-230,662,11064,328
1712,20170508,45590,45870,46130,45270,45290,45560,-300,-30,1674,16344,440
1801,20170508,45780,45930,46300,45490,45490,45850,-290,70,570,10464,314
1802,20170508,46020,46060,46460,45610,45710,46040,-310,20,420,5510,112
1803,20170508,46190,46220,46660,45790,45810,46050,-380,-140,966,5156,306
1804,20170508,46350,46350,46820,45800,45800,46220,-550,-130,828,1264,242
小计,20170508,,,,,,,,,600982,607730,12134
1705,20170509,44910,44570,44830,44480,44730,44690,-180,-220,25700,32240,-5740
1706,20170509,45080,44640,44900,44420,44730,44690,-350,-390,168452,174198,-9106
1707,20170509,45050,44620,44890,44420,44730,44700,-320,-350,179390,195048,-936
1708,20170509,45110,44700,44920,44500,44820,44740,-290,-370,41034,94838,7364
1709,20170509,45170,44760,45000,44590,44870,44840,-300,-330,8208,33170,948
1710,20170509,45240,44850,45120,44720,44960,44950,-280,-290,2602,21874,910
1711,20170509,45400,45020,45320,44840,45180,45110,-220,-290,652,11424,360
1712,20170509,45560,45180,45410,45050,45350,45260,-210,-300,1222,16554,210
1801,20170509,45850,45380,45590,45230,45490,45440,-360,-410,148,10484,20
1802,20170509,46040,45500,45680,45450,45650,45590,-390,-450,152,5548,38
1803,20170509,46050,45680,45850,45470,45850,45760,-200,-290,328,5238,82
1804,20170509,46220,45770,45940,45720,45930,45850,-290,-370,246,1300,36
小计,20170509,,,,,,,,,428134,601916,-5814
1705,20170510,44690,44850,45100,44650,44790,44840,100,150,22650,24550,-7690
1706,20170510,44690,44830,45200,44710,44820,44930,130,240,115818,167234,-6964
1707,20170510,44700,44840,45240,44730,44860,44950,160,250,184178,197138,2090
1708,20170510,44740,44890,45270,44800,44900,44990,160,250,26394,98222,3384
1709,20170510,44840,44990,45360,44900,44980,45070,140,230,6742,34226,1056
1710,20170510,44950,44960,45500,44960,45130,45210,180,260,2754,23060,1186
1711,20170510,45110,45330,45660,45210,45290,45380,180,270,1250,12240,816
1712,20170510,45260,45350,45850,45350,45450,45560,190,300,1634,17266,712
1801,20170510,45440,45560,45980,45510,45600,45710,160,270,966,11140,656
1802,20170510,45590,45760,46150,45670,45770,45900,180,310,390,5744,196
1803,20170510,45760,45920,46260,45810,45880,46050,120,290,316,5294,56
1804,20170510,45850,46150,46400,45980,46040,46230,190,380,420,1498,198
小计,20170510,,,,,,,,,363512,597612,-4304
1705,20170511,44840,45410,45410,44650,45150,44880,310,40,17550,16740,-7810
1706,20170511,44930,44980,45270,44630,45230,44910,300,-20,121998,161000,-6234
1707,20170511,44950,44980,45330,44660,45270,44940,320,-10,259366,200902,3764
1708,20170511,44990,45080,45370,44710,45320,45010,330,20,34328,103572,5350
1709,20170511,45070,45060,45450,44800,45400,45090,330,20,8822,35020,794
1710,20170511,45210,45320,45580,44930,45540,45260,330,50,2170,23352,292
1711,20170511,45380,45490,45670,45130,45660,45400,280,20,144,12294,54
1712,20170511,45560,45630,45900,45260,45800,45610,240,50,430,17308,42
1801,20170511,45710,45820,46100,45430,46020,45820,310,110,472,11342,202
1802,20170511,45900,45930,46230,45590,46150,46030,250,130,354,5952,208
1803,20170511,46050,45960,46320,45750,46300,45980,250,-70,64,5296,2
1804,20170511,46230,46270,46470,45950,46380,46230,150,0,210,1560,62
小计,20170511,,,,,,,,,445908,594338,-3274
1705,20170512,44880,45380,45380,44810,44860,44930,-20,50,11140,10970,-5770
1706,20170512,44910,45520,45520,44830,44910,45020,0,110,92084,158228,-2772
1707,20170512,44940,45510,45580,44830,44930,45030,-10,90,265148,216568,15666
1708,20170512,45010,45570,45640,44870,44990,45090,-20,80,34660,107004,3432
1709,20170512,45090,45670,45690,44980,45100,45190,10,100,10862,38174,3154
1710,20170512,45260,45830,45840,45110,45250,45350,-10,90,1644,23220,-132
1711,20170512,45400,45880,45920,45300,45390,45490,-10,90,258,12344,50
1712,20170512,45610,46040,46090,45460,45550,45770,-60,160,266,17346,38
1801,20170512,45820,46210,46340,45600,45640,45910,-180,90,686,11568,226
1802,20170512,46030,46380,46440,45750,45930,45930,-100,-100,304,5968,16
1803,20170512,45980,46480,46480,45920,46000,46030,20,50,382,5308,12
1804,20170512,46230,46740,46740,46050,46140,46210,-90,-20,214,1572,12
小计,20170512,,,,,,,,,417648,608270,13932
1705,20170515,44930,45050,45360,44900,45280,45170,350,240,7740,7270,-3700
1706,20170515,45020,45030,45490,44880,45430,45210,410,190,76212,152632,-5596
1707,20170515,45030,45080,45560,44900,45430,45200,400,170,204988,214120,-2448
1708,20170515,45090,45100,45540,44960,45480,45290,390,200,39208,110568,3564
1709,20170515,45190,45200,45630,45080,45630,45400,440,210,8640,38450,276
1710,20170515,45350,45370,45800,45210,45800,45520,450,170,2536,23810,590
1711,20170515,45490,45490,45870,45370,45840,45760,350,270,934,12926,582
1712,20170515,45770,45690,46060,45550,46030,45870,260,100,464,17560,214
1801,20170515,45910,45930,46240,45650,46240,46000,330,90,510,11762,194
1802,20170515,45930,46000,46360,45800,46360,46230,430,300,406,6218,250
1803,20170515,46030,46070,46480,46000,46480,46350,450,320,548,5532,224
1804,20170515,46210,46300,46640,46130,46590,46500,380,290,476,1812,240
小计,20170515,,,,,,,,,342662,602660,-5610
1706,20170516,45210,45530,45530,45010,45150,45230,-60,20,65736,142826,-9806
1707,20170516,45200,45540,45570,45030,45170,45290,-30,90,196142,220114,5994
1708,20170516,45290,45590,45640,45110,45210,45320,-80,30,33172,111640,1072
1709,20170516,45400,45710,45750,45210,45310,45390,-90,-10,12822,39378,928
1710,20170516,45520,45860,45860,45330,45440,45560,-80,40,2610,24386,576
1711,20170516,45760,45980,45980,45500,45590,45690,-170,-70,454,12890,-36
1712,20170516,45870,46110,46110,45640,45760,45800,-110,-70,1026,18046,486
1801,20170516,46000,46100,46240,45830,45890,45950,-110,-50,768,12076,314
1802,20170516,46230,46240,46450,45960,46060,46140,-170,-90,624,6464,246
1803,20170516,46350,46450,46540,46090,46160,46270,-190,-80,562,5572,40
1804,20170516,46500,46570,46680,46240,46310,46450,-190,-50,388,1992,180
1805,20170516,46500,46750,46760,46270,46400,46530,-100,30,422,370,370
小计,20170516,,,,,,,,,314726,595754,364
1706,20170517,45230,45260,45590,45240,45360,45370,130,140,66148,132426,-10400
1707,20170517,45290,45290,45650,45270,45390,45410,100,120,226698,211564,-8550
1708,20170517,45320,45310,45690,45310,45470,45460,150,140,39606,115480,3840
