类别,日期,前结算,今开盘,最高价,最低价,收盘价,结算参考价,涨跌1,涨跌2,成交手,持仓手,变化
1803,20171124,54300,54130,54690,54070,54610,54420,310,120,26236,123590,4696
1804,20171124,54470,54270,54860,54160,54800,54570,330,100,10242,71282,4326
1805,20171124,54610,54480,55050,54440,54990,54760,380,150,3980,51878,1506
1806,20171124,54820,54640,55210,54640,55140,55000,320,180,1812,40996,190
1807,20171124,55080,54830,55420,54830,55380,55180,300,100,262,27452,-50
1808,20171124,55220,55000,55570,55000,55520,55360,300,140,422,23646,94
1809,20171124,55450,55340,55740,55340,55720,55590,270,140,312,19272,-22
1810,20171124,55680,55580,55940,55580,55870,55760,190,80,356,17562,-16
1811,20171124,55850,55580,56110,55580,56030,55850,180,0,122,176,74
小计,20171124,,,,,,,,,307146,780344,9798
1712,20171127,54100,54300,54580,53660,53730,54150,-370,50,53564,83060,-9186
1801,20171127,54150,54440,54700,53720,53770,54230,-380,80,220270,164258,-5572
1802,20171127,54290,54600,54800,53860,53940,54320,-350,30,76540,143298,884
1803,20171127,54420,54700,54930,54000,54050,54470,-370,50,31602,124760,1170
1804,20171127,54570,54930,55140,54170,54210,54640,-360,70,13522,70716,-566
1805,20171127,54760,55080,55320,54390,54490,54940,-270,180,5892,52214,336
1806,20171127,55000,55270,55460,54570,54640,55080,-360,80,1112,41032,36
1807,20171127,55180,55380,55680,54760,54850,55140,-330,-40,460,27442,-10
1808,20171127,55360,55450,55850,54950,55110,55460,-250,100,948,23648,2
1809,20171127,55590,55740,56000,55160,55160,55660,-430,70,784,19380,108
1810,20171127,55760,56060,56210,55360,55390,55840,-370,80,750,17588,26
1811,20171127,55850,56230,56310,55480,55480,55840,-370,-10,192,166,-10
小计,20171127,,,,,,,,,405636,767562,-12782
1712,20171128,54150,53760,53920,53130,53350,53480,-800,-670,51928,78706,-4354
1801,20171128,54230,53840,53990,53170,53410,53620,-820,-610,199140,153502,-10756
1802,20171128,54320,53990,54120,53260,53480,53670,-840,-650,97368,140208,-3090
1803,20171128,54470,54110,54230,53410,53620,53820,-850,-650,35294,127596,2836
1804,20171128,54640,54280,54400,53590,53850,53960,-790,-680,10288,71050,334
1805,20171128,54940,54520,54600,53800,54050,54210,-890,-730,4652,52318,104
1806,20171128,55080,54690,54770,53980,54220,54400,-860,-680,1034,40976,-56
1807,20171128,55140,54840,54950,54180,54410,54490,-730,-650,1084,27442,0
1808,20171128,55460,55100,55160,54350,54610,54750,-850,-710,608,23702,54
1809,20171128,55660,55190,55320,54540,54730,54850,-930,-810,468,19376,-4
1810,20171128,55840,55380,55510,54760,54980,55120,-860,-720,864,17546,-42
1811,20171128,55840,55630,55640,55000,55050,55340,-790,-500,88,178,12
小计,20171128,,,,,,,,,402816,752600,-14962
1712,20171129,53480,53160,53350,52930,53100,53160,-380,-320,50630,70938,-7768
1801,20171129,53620,53180,53400,52940,53150,53180,-470,-440,184640,149500,-4002
1802,20171129,53670,53300,53480,53030,53220,53260,-450,-410,90844,148782,8574
1803,20171129,53820,53500,53590,53180,53340,53410,-480,-410,33206,133884,6288
1804,20171129,53960,53550,53760,53370,53540,53570,-420,-390,9892,73872,2822
1805,20171129,54210,53910,53970,53580,53790,53800,-420,-410,4920,52752,434
1806,20171129,54400,54080,54170,53800,54030,53980,-370,-420,886,40930,-46
1807,20171129,54490,54200,54340,53950,54130,54140,-360,-350,526,27474,32
1808,20171129,54750,54460,54510,54150,54330,54310,-420,-440,620,23816,114
1809,20171129,54850,54530,54680,54330,54550,54510,-300,-340,510,19402,26
1810,20171129,55120,54830,54850,54510,54710,54710,-410,-410,720,17594,48
1811,20171129,55340,54680,55000,54600,54830,54920,-510,-420,62,228,50
小计,20171129,,,,,,,,,377456,759172,6572
1712,20171130,53160,52960,53000,52390,52790,52680,-370,-480,49122,61974,-8964
1801,20171130,53180,52970,53050,52390,52840,52760,-340,-420,264586,156818,7318
1802,20171130,53260,53080,53120,52470,52860,52820,-400,-440,118050,158780,9998
1803,20171130,53410,53200,53250,52560,52990,52930,-420,-480,40396,135598,1714
1804,20171130,53570,53340,53430,52750,53170,53090,-400,-480,11462,74840,968
1805,20171130,53800,53530,53640,52930,53380,53330,-420,-470,6676,53556,804
1806,20171130,53980,53750,53790,53150,53540,53470,-440,-510,1546,41008,78
1807,20171130,54140,53930,53970,53320,53650,53710,-490,-430,1540,27518,44
1808,20171130,54310,54060,54140,53530,53900,53770,-410,-540,588,24034,218
1809,20171130,54510,54260,54350,53670,54080,54010,-430,-500,1028,19596,194
1810,20171130,54710,54470,54520,53870,54280,54220,-430,-490,948,17630,36
1811,20171130,54920,54610,54650,54090,54340,54380,-580,-540,206,346,118
小计,20171130,,,,,,,,,496148,771698,12526
1712,20171201,52680,52990,53080,52590,52850,52750,170,70,26114,56210,-5764
1801,20171201,52760,52990,53240,52620,52900,52850,140,90,150266,153326,-3492
1802,20171201,52820,53010,53250,52680,52950,52880,130,60,77870,161762,2982
1803,20171201,52930,53030,53320,52800,53060,52980,130,50,22540,135880,282
1804,20171201,53090,53350,53540,52980,53220,53110,130,20,8430,73744,-1096
1805,20171201,53330,53660,53820,53160,53370,53370,40,40,6356,53670,114
1806,20171201,53470,53790,53790,53360,53580,53570,110,100,1448,40970,-38
1807,20171201,53710,53920,53930,53590,53800,53740,90,30,252,27488,-30
1808,20171201,53770,54150,54150,53730,53950,53900,180,130,128,24044,10
1809,20171201,54010,54200,54270,53900,54160,54090,150,80,150,19578,-18
1810,20171201,54220,54450,54460,54090,54340,54300,120,80,250,17648,18
1811,20171201,54380,54490,54490,54300,54460,54350,80,-30,74,370,24
小计,20171201,,,,,,,,,293878,764690,-7008
1712,20171204,52750,52850,53590,52680,53480,53320,730,570,28650,50770,-5440
1801,20171204,52850,52820,53690,52690,53550,53270,700,420,212682,144672,-8654
1802,20171204,52880,52840,53750,52740,53650,53360,770,480,140490,157590,-4172
1803,20171204,52980,53000,53840,52850,53730,53480,750,500,34580,134226,-1654
1804,20171204,53110,53080,53980,53050,53850,53670,740,560,8974,73322,-422
1805,20171204,53370,53180,54180,53180,54030,53820,660,450,4010,54084,414
1806,20171204,53570,53550,54310,53470,54140,54020,570,450,1146,40994,24
1807,20171204,53740,53670,54450,53630,54410,54130,670,390,672,27566,78
1808,20171204,53900,53790,54670,53790,54520,54440,620,540,638,24038,-6
1809,20171204,54090,54160,54880,54040,54750,54630,660,540,180,19564,-14
1810,20171204,54300,54090,55200,54090,54920,54830,620,530,334,17636,-12
1811,20171204,54350,54460,55180,54380,55060,54930,710,580,142,456,86
小计,20171204,,,,,,,,,432498,744918,-19772
1712,20171205,53320,53480,53480,52450,52490,53000,-830,-320,33040,44970,-5800
1801,20171205,53270,53480,53520,52450,52560,53060,-710,-210,169374,147612,2940
1802,20171205,53360,53570,53580,52480,52580,53060,-780,-300,150238,175920,18330
1803,20171205,53480,53630,53670,52570,52650,53110,-830,-370,46186,138074,3848
1804,20171205,53670,53780,53820,52710,52800,53180,-870,-490,17100,71840,-1482
1805,20171205,53820,54010,54020,52900,53000,53510,-820,-310,4446,54852,768
1806,20171205,54020,54100,54160,53080,53230,53610,-790,-410,1830,41048,54
1807,20171205,54130,54280,54350,53250,53380,53860,-750,-270,646,27534,-32
1808,20171205,54440,54490,54510,53400,53500,54160,-940,-280,910,24048,10
1809,20171205,54630,54660,54670,53700,53700,54080,-930,-550,422,19624,60
1810,20171205,54830,54810,54830,53780,53840,54430,-990,-400,772,17642,6
1811,20171205,54930,54970,55010,53900,53910,54690,-1020,-240,218,586,130
小计,20171205,,,,,,,,,425182,763750,18832
1712,20171206,53000,52200,52200,51060,51410,51410,-1590,-1590,42800,36910,-8060
1801,20171206,53060,52200,52270,51060,51410,51570,-1650,-1490,271462,149500,1888
1802,20171206,53060,52220,52290,51080,51450,51590,-1610,-1470,260564,189004,13084
1803,20171206,53110,52350,52380,51170,51490,51690,-1620,-1420,97556,132904,-5170
1804,20171206,53180,52500,52530,51330,51640,51750,-1540,-1430,36350,70774,-1066
1805,20171206,53510,52630,52710,51510,51790,52030,-1720,-1480,10410,56662,1810
1806,20171206,53610,53010,53010,51680,51990,52170,-1620,-1440,15892,42864,1816
1807,20171206,53860,53000,53050,51820,52110,52340,-1750,-1520,3218,27794,260
1808,20171206,54160,53140,53140,52000,52300,52440,-1860,-1720,7678,24270,222
1809,20171206,54080,53300,53330,52220,52460,52520,-1620,-1560,954,19512,-112
1810,20171206,54430,53460,53490,52420,52700,52830,-1730,-1600,722,17516,-126
1811,20171206,54690,53680,53680,52680,52800,52930,-1890,-1760,214,668,82
小计,20171206,,,,,,,,,747820,768378,4628
1712,20171207,51410,51420,51660,51150,51220,51370,-190,-40,25810,31540,-5370
1801,20171207,51570,51440,51730,51150,51210,51430,-360,-140,131196,145948,-3552
1802,20171207,51590,51480,51740,51170,51210,51440,-380,-150,166140,198682,9678
1803,20171207,51690,51450,51830,51260,51340,51530,-350,-160,37314,135000,2096
1804,20171207,51750,51660,51950,51410,51440,51650,-310,-100,12576,71424,650
1805,20171207,52030,51870,52130,51590,51680,51860,-350,-170,4254,56664,2
1806,20171207,52170,52010,52270,51790,51800,51960,-370,-210,3012,42876,12
1807,20171207,52340,52260,52430,51960,52050,52180,-290,-160,344,27776,-18
1808,20171207,52440,52340,52550,52110,52270,52320,-170,-120,386,24270,0
1809,20171207,52520,52500,52800,52330,52420,52510,-100,-10,258,19498,-14
1810,20171207,52830,52650,52950,52500,52690,52670,-140,-160,252,17536,20
1811,20171207,52930,52900,53050,52630,52630,52800,-300,-130,98,714,46
小计,20171207,,,,,,,,,381640,771928,3550
1712,20171208,51370,51320,51720,51210,51620,51420,250,50,33300,25700,-5840
1801,20171208,51430,51350,51840,51250,51670,51490,240,60,104318,137418,-8530
1802,20171208,51440,51350,51900,51230,51700,51520,260,80,225810,205392,6710
1803,20171208,51530,51450,51980,51370,51840,51650,310,120,44396,137388,2388
1804,20171208,51650,51650,52110,51500,51980,51810,330,160,16214,72100,676
1805,20171208,51860,51810,52270,51690,52170,52010,310,150,7026,56706,42
1806,20171208,51960,52050,52450,51870,52300,52150,340,190,2296,42822,-54
1807,20171208,52180,52200,52550,52070,52520,52350,340,170,510,27738,-38
1808,20171208,52320,52320,52790,52230,52680,52550,360,230,356,24246,-24
1809,20171208,52510,52480,52920,52350,52840,52690,330,180,178,19504,6
1810,20171208,52670,52740,53100,52540,53010,52840,340,170,208,17546,10
1811,20171208,52800,52880,53240,52680,53240,53070,440,270,106,704,-10
小计,20171208,,,,,,,,,434718,767264,-4664
1712,20171211,51420,51560,51710,51190,51200,51470,-220,50,28620,18880,-6820
1801,20171211,51490,51580,51820,51230,51270,51530,-220,40,96862,137106,-312
1802,20171211,51520,51590,51900,51240,51320,51560,-200,40,247112,213576,8184
1803,20171211,51650,51700,51990,51350,51420,51660,-230,10,48486,138330,942
1804,20171211,51810,51930,52110,51500,51540,51820,-270,10,13022,72716,616
1805,20171211,52010,52170,52300,51700,51760,52000,-250,-10,4516,57006,300
1806,20171211,52150,52170,52460,51880,51940,52140,-210,-10,1904,43290,468
1807,20171211,52350,52400,52620,52040,52120,52410,-230,60,870,27770,32
1808,20171211,52550,52500,52820,52220,52220,52560,-330,10,190,24314,68
1809,20171211,52690,52720,52950,52410,52420,52720,-270,30,218,19510,6
1810,20171211,52840,52940,53150,52610,52610,53050,-230,210,712,17570,24
1811,20171211,53070,52800,53230,52680,52680,53000,-390,-70,142,794,90
小计,20171211,,,,,,,,,442654,770862,3598
1712,20171212,51470,51430,52080,51340,51850,51810,380,340,26100,12530,-6350
1801,20171212,51530,51500,52240,51370,52020,51890,490,360,94536,128100,-9006
1802,20171212,51560,51500,52280,51410,52070,51910,510,350,272406,187698,-25878
1803,20171212,51660,51560,52370,51470,52170,52050,510,390,72128,135642,-2688
1804,20171212,51820,51760,52530,51610,52300,52150,480,330,18060,73082,366
1805,20171212,52000,51940,52680,51830,52520,52350,520,350,5700,57292,286
1806,20171212,52140,52190,52850,52020,52690,52530,550,390,1612,43410,120
1807,20171212,52410,52330,52950,52210,52810,52720,400,310,488,27784,14
1808,20171212,52560,52350,53140,52350,52980,52880,420,320,236,24320,6
1809,20171212,52720,52540,53260,52540,53200,53060,480,340,74,19512,2
1810,20171212,53050,52840,53480,52730,53400,53280,350,230,532,17480,-90
1811,20171212,53000,52970,53560,52800,53460,53380,460,380,90,848,54
小计,20171212,,,,,,,,,491962,727698,-43164
1712,20171213,51810,51940,52140,51700,52070,51940,260,130,13770,8610,-3920
1801,20171213,51890,52120,52360,51800,52240,52110,350,220,67576,124524,-3576
1802,20171213,51910,52150,52440,51850,52350,52170,440,260,183984,185552,-2146
1803,20171213,52050,52240,52520,51960,52460,52280,410,230,58206,132910,-2732
1804,20171213,52150,52300,52660,52110,52600,52410,450,260,20950,78042,4960
1805,20171213,52350,52630,52830,52290,52770,52600,420,250,7248,58316,1024
1806,20171213,52530,52720,52990,52500,52920,52760,390,230,1260,43358,-52
1807,20171213,52720,52850,53130,52650,53090,52940,370,220,534,27876,92
1808,20171213,52880,53280,53290,52870,53260,53120,380,240,290,24328,8
1809,20171213,53060,53250,53530,53030,53440,53320,380,260,478,19572,60
1810,20171213,53280,53610,53670,53200,53670,53500,390,220,616,17594,114
1811,20171213,53380,53580,53680,53530,53630,53610,250,230,308,986,138
小计,20171213,,,,,,,,,355220,721668,-6030
1712,20171214,51940,52190,52420,51950,52110,52240,170,300,6950,5870,-2740
1801,20171214,52110,52480,52630,52090,52220,52400,110,290,71012,116812,-7712
1802,20171214,52170,52560,52730,52150,52290,52470,120,300,213452,189688,4136
1803,20171214,52280,52720,52840,52260,52410,52590,130,310,49258,132868,-42
1804,20171214,52410,52600,52970,52410,52550,52730,140,320,22030,74490,-3552
1805,20171214,52600,52950,53140,52580,52730,52920,130,320,11852,60984,2668
1806,20171214,52760,53170,53290,52770,52920,53070,160,310,1412,43278,-80
1807,20171214,52940,53090,53440,52930,53070,53170,130,230,412,27852,-24
1808,20171214,53120,53260,53620,53140,53200,53420,80,300,352,24366,38
1809,20171214,53320,53440,53770,53300,53370,53570,50,250,408,19574,2
1810,20171214,53500,53770,54000,53480,53560,53790,60,290,362,17702,108
1811,20171214,53610,53880,54130,53700,53700,53910,90,300,136,1026,40
小计,20171214,,,,,,,,,377636,714510,-7158
1712,20171215,52240,52320,52820,52300,52690,52510,450,270,2970,4630,-1240
1801,20171215,52400,52490,52970,52440,52840,52710,440,310,67740,112720,-4092
1802,20171215,52470,52600,53040,52520,52920,52790,450,320,220234,185326,-4362
1803,20171215,52590,52670,53140,52640,53040,52900,450,310,51574,134050,1182
1804,20171215,52730,52770,53280,52770,53170,53070,440,340,15848,74458,-32
1805,20171215,52920,53020,53460,52950,53320,53210,400,290,8942,63594,2610
1806,20171215,53070,53110,53600,53100,53430,53390,360,320,888,43348,70
1807,20171215,53170,53420,53740,53320,53640,53500,470,330,694,27862,10
1808,20171215,53420,53450,53920,53450,53820,53740,400,320,216,24362,-4
1809,20171215,53570,53800,54050,53690,54010,53870,440,300,88,19580,6
1810,20171215,53790,53980,54250,53920,54190,54100,400,310,278,17720,18
1811,20171215,53910,54020,54400,54020,54320,54220,410,310,74,1062,36
小计,20171215,,,,,,,,,369546,708712,-5798
1801,20171218,52710,52750,53760,52700,53480,53410,770,700,71178,104694,-8026
1802,20171218,52790,52870,53860,52780,53560,53470,770,680,256442,174016,-11310
1803,20171218,52900,52980,53940,52880,53680,53590,780,690,67420,139824,5774
1804,20171218,53070,53090,54070,53030,53790,53750,720,680,16222,75862,1404
1805,20171218,53210,53280,54250,53200,53990,53900,780,690,9464,64344,750
1806,20171218,53390,53450,54390,53380,54130,54060,740,670,1660,43348,0
1807,20171218,53500,53580,54500,53580,54370,54260,870,760,532,27848,-14
1808,20171218,53740,53710,54680,53710,54530,54450,790,710,188,24336,-26
1809,20171218,53870,54200,54880,54180,54700,54580,830,710,92,19598,18
1810,20171218,54100,54110,55030,54110,54840,54740,740,640,196,17746,26
1811,20171218,54220,54390,55200,54390,54910,54950,690,730,150,1112,50
1812,20171218,54220,54580,55310,54580,55120,55000,900,780,68,60,60
小计,20171218,,,,,,,,,423612,692788,-11294
1801,20171219,53410,53480,53700,53180,53280,53420,-130,10,52710,99606,-5088
1802,20171219,53470,53550,53840,53280,53390,53550,-80,80,188764,175622,1606
1803,20171219,53590,53670,53960,53400,53500,53650,-90,60,49306,144784,4960
1804,20171219,53750,53860,54070,53550,53650,53790,-100,40,13190,77428,1566
1805,20171219,53900,54090,54250,53730,53840,53950,-60,50,10010,65522,1178
1806,20171219,54060,54110,54420,53910,53920,54130,-140,70,766,43318,-30
1807,20171219,54260,54280,54490,54090,54110,54250,-150,-10,346,27858,10
1808,20171219,54450,54470,54650,54230,54340,54370,-110,-80,94,24356,20
1809,20171219,54580,54680,54760,54430,54450,54580,-130,0,74,19594,-4
1810,20171219,54740,54890,55010,54530,54530,54780,-210,40,164,17746,0
1811,20171219,54950,54990,55040,54730,54800,54920,-150,-30,98,1100,-12
1812,20171219,55000,55090,55200,54830,54900,54990,-100,-10,116,158,98
小计,20171219,,,,,,,,,315638,697092,4304
1801,20171220,53420,53310,53770,53270,53570,53530,150,110,44290,94928,-4678
1802,20171220,53550,53480,53930,53380,53680,53660,130,110,152574,180464,4842
1803,20171220,53650,53600,54040,53500,53820,53790,170,140,48574,149848,5064
1804,20171220,53790,53700,54180,53660,53970,53940,180,150,10926,78382,954
1805,20171220,53950,53940,54360,53830,54150,54120,200,170,7000,66446,924
1806,20171220,54130,54050,54530,54000,54310,54250,180,120,3272,43548,230
1807,20171220,54250,54200,54680,54200,54390,54430,140,180,442,27890,32
1808,20171220,54370,54420,54800,54420,54590,54580,220,210,128,24406,50
1809,20171220,54580,54590,54990,54590,54740,54800,160,220,32,19584,-10
1810,20171220,54780,54780,55060,54740,55000,54910,220,130,56,17734,-12
1811,20171220,54920,54980,55190,54930,55150,55050,230,130,86,1124,24
1812,20171220,54990,55080,55290,55080,55290,55170,300,180,76,216,58
小计,20171220,,,,,,,,,267456,704570,7478
1801,20171221,53530,53770,54500,53700,54080,54120,550,590,47624,91144,-3784
1802,20171221,53660,53870,54640,53810,54230,54270,570,610,247502,181622,1158
1803,20171221,53790,54000,54760,53950,54350,54390,560,600,76552,157854,8006
1804,20171221,53940,54150,54880,54100,54490,54540,550,600,16572,79438,1056
1805,20171221,54120,54310,55060,54280,54630,54740,510,620,11986,67790,1344
1806,20171221,54250,54430,55200,54430,54780,54870,530,620,2300,44198,650
1807,20171221,54430,54730,55300,54730,55030,55020,600,590,472,27860,-30
1808,20171221,54580,54920,55450,54880,55180,55120,600,540,292,24434,28
1809,20171221,54800,54960,55640,54960,55330,55350,530,550,206,19594,10
1810,20171221,54910,55000,55790,55000,55550,55520,640,610,252,17708,-26
1811,20171221,55050,55400,55950,55390,55700,55650,650,600,78,1122,-2
